Ticker,ShortName,Sector,Region,Country,AverageRating,ActualSpread,ProxyIntersection,ProxyCSRA,ProxyCSRACommunity
RDMB,Rodamco Europe NV,Financials,Europe,Netherlands,10,58.32340000000001,120.8582,674.8759089854988,139.37837178287387
RDNA-ShellPet,SHELL Pete N V,Oil & Gas,Europe,Netherlands,10,91.78000000000002,82.44332500000002,730.1699849725499,218.06830208062885
RDNA-ShellPetLt,Shell Pete Co Ltd,Oil & Gas,Europe,United Kingdom,10,91.3249,96.7827,132.77763383881964,148.7999038672515
RDSPLC,ROYAL DUTCH SHELL PLC,Oil & Gas,Europe,United Kingdom,10,92.7426,96.07385000000001,132.45693505815586,83.79152713249131
RECSA,Red Electrica Corporacion S A,Utilities,Europe,Spain,10,104.963,91.8467,53.546334066869356,68.85245918675575
RENAUL,Renault,Consumer Goods,Europe,France,11,99.0134,82.44332500000002,65.75363797391772,39.25235497014421
RENAUL-RCIBanq,RCI Bqe,Consumer Goods,Europe,France,10,99.0666,57.256050000000016,65.75269778287263,158.66019920794352
RENTPL,Rentokil Initial 1927 Plc,Industrials,Europe,United Kingdom,10,49.2784,85.45851400000001,116.6183433680454,87.78836394427384
RHEINM-Rheinmet,Rheinmetall AG,Consumer Goods,Europe,Germany,10,154.1472,58.50053333333334,118.39997400682483,79.32182698709964
RIOLN,Rio Tinto plc,Basic Materials,Europe,United Kingdom,10,199.7608,24.36500000000001,173.97225029898,105.2435002230278
RNK,Rank Gp PLC,Consumer Services,Europe,United Kingdom,10,158.5298,118.05492988856273,143.22232027596598,117.1753934020004
RNTKIL,RENTOKIL INITIAL PLC,Industrials,Europe,United Kingdom,9,49.7589,82.44332500000002,116.58351908935586,77.82717988352232
ROLLS,Rolls Royce plc,Industrials,Europe,United Kingdom,10,108.3996,70.678214,113.82275320054049,73.36564411185819
ROSW,Roche Hldg Ltd,Health Care,Europe,Switzerland,10,31.9456,23.154999999999987,47.28893286398994,376.1566215592704
RSA-InsPLC,Royal & Sun Alliance Ins PLC,Financials,Europe,United Kingdom,10,69.0599,101.89703928571429,119.90643077382263,98.80628359734501
RSAIG,RSA Ins GROUP PLC,Financials,Europe,United Kingdom,17,69.209,47.853,119.90430962066729,98.80356173936502
RXLDEV,REXEL Dev SAS,Industrials,Europe,France,10,114.7517,71.456925,70.66388686792266,150.94854742022363
SANPAO,Intesa Sanpaolo SpA,Financials,Europe,Italy,9,91.6529,82.44332500000002,84.76396695508822,78.6371118816194
SANTNDR,Bco SANTANDER SA,Financials,Europe,Spain,7,135.4126,133.5554,63.63681072652638,51.05359082053528
SANUK,SANTANDER UK PLC,Financials,Europe,United Kingdom,7,60.8293,62.54615000000001,120.03130975866972,98.96657525334872
SAPSJ-SGM,Sappi Papier Hldg GmBH,Basic Materials,Europe,Austria,12,278.4914879999999,82.44332500000002,1258.7364978966298,302.3233859374783
SBRY,J Sainsbury PLC,Consumer Services,Europe,United Kingdom,10,168.5295,117.1458662521991,143.01708686136936,74.12514565078826
SCACAP,Svenska Cellulosa AB SCA,Consumer Goods,Europe,Sweden,17,58.82700000000001,56.85220000000001,151.3186396466316,136.80183477935515
SCANIA,SCANIA AB,Industrials,Europe,Sweden,14,31.0412,82.44332500000002,164.7748016099419,134.31190157274384
SCMNVX,Swisscom AG,Telecommunications,Europe,Switzerland,6,38.1165,82.44332500000002,78.27372114174257,1287.6512313193407
SCORS,SCOR SE,Financials,Europe,France,5,65.69229999999999,69.51605,74.549307409906,176.2116760728647
SCOTPO-Ukplc,Scottish Pwr UK PLC,Utilities,Europe,United Kingdom,10,88.58460000000002,82.25695714285713,100.28798910094132,76.66806743808137
SEB,Skandinaviska Enskilda Banken AB,Financials,Europe,Sweden,5,58.4927,53.0563,170.16024478580442,151.71488893247766
SECURI,Securitas AB,Industrials,Europe,Sweden,9,52.03113294801484,82.44332500000002,163.5184921342591,132.3382579126
SESG,SES,Telecommunications,Europe,Luxembourg,10,53.52010000000001,82.44332500000002,85.06447175103524,89.51984153643666
SGCLN,Stagecoach Gp Plc,Consumer Services,Europe,United Kingdom,10,92.6398,124.04492988856273,145.03752862643512,119.1114613685275
SGRO,SEGRO PLC,Financials,Europe,United Kingdom,10,130.3408,93.142625,119.28333132810016,98.00787866820104
SICILY,Region Sicily,Government,Europe,Italy,10,195.9062,102.64058995815901,22.973564312498286,19.480221782885902
SIEM,Siemens AG,Industrials,Europe,Germany,17,40.1623,82.44332500000002,132.62909589814862,98.98390590549332
SKF,AB SKF,Industrials,Europe,Sweden,10,61.67589999999999,577.6553000000001,163.1069892913012,131.6948614973741
SLTRW-Kelda,KELDA GROUP Ltd,Utilities,Europe,United Kingdom,17,81.9898,83.5595,100.45957860687341,76.97335343639013
SMIN,Smiths Gp Plc,Industrials,Europe,United Kingdom,10,66.05330000000001,81.26478900000001,115.57146895209686,86.6103740143614
SOCGEN,Societe Generale,Financials,Europe,France,6,68.92200000000001,57.02726666666666,74.51895812243956,77.54799999999997
SOLL,Soc Of Lloyd S,Financials,Europe,United Kingdom,10,139.717,91.80316785714285,119.21538267461389,97.92095328152361
SOLVAY,Solvay SA,Basic Materials,Europe,Belgium,9,92.1073,82.44332500000002,1310.39328839163,88.85639450961816
SPAIN,Kdom Spain,Government,Europe,Spain,10,73.297,82.44332500000002,18.147860620941834,11.512986483489536
STAN,STANDARD CHARTERED PLC,Financials,Europe,United Kingdom,6,138.3617,82.44332500000002,119.22491504483548,97.93314619233973
STAN-Bank,Std Chartered Bk,Financials,Europe,United Kingdom,5,135.4711,80.99319545454544,119.24556425194153,165.3665064782334
STB,Storebrand ASA,Financials,Europe,Norway,10,132.2634,82.44332500000002,66.38893747815085,523.8319559111559
STENA,Stena Aktiebolag,Industrials,Europe,Sweden,10,577.6553,61.6759,78.28982059329995,77.26
STGOBN,Cie de St Gobain,Industrials,Europe,France,10,75.5693,81.25252499999999,71.51456616887177,46.51412862396385
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,Financials,Europe,United Kingdom,10,49.853175,104.64085714285714,120.2273878416453,99.21844389771346
STM,Stmicroelectronics N V,Technology,Europe,Netherlands,1,97.3681,82.44332500000002,1096.2714848908904,954.0737524726907
STORA,Stora Enso CORP,Basic Materials,Europe,Finland,10,137.852,97.849,249.10091188818532,92.10730000000002
SVSKHB,Svenska Handelsbanken AB,Financials,Europe,Sweden,5,48.1762,58.214549999999996,170.50850589897345,152.1318184941019
SWED,Kdom Sweden,Government,Europe,Sweden,10,14.3284,82.44332500000002,51.736083506706606,45.94722725899555
SWEDBK,Swedbank AB,Financials,Europe,Sweden,5,57.9364,53.334450000000004,170.17737960135236,151.7353954828427
SWEMAT,Swedish Match AB,Consumer Goods,Europe,Sweden,17,43.589,64.47120000000001,152.7179862568708,139.72010941246802
SWISS,Swiss Confederation,Government,Europe,Switzerland,10,20.0245,82.44332500000002,24.411976331243636,258.10404184808607
SWLHLD,Swiss Life Hldg Ltd,Financials,Europe,Switzerland,10,198.0029,96.43696666666668,81.52701816938357,834.7470426595366
SWREL,Swiss Reins Co Ltd,Financials,Europe,Switzerland,10,39.4409,149.2909666666667,82.47643092544901,60.337599999999995
SWSL,Swiss Life Ltd,Financials,Europe,Switzerland,10,164.1047,107.73636666666667,81.63694671070202,840.1176572249437
SXLTD,SIX CONTINENTS LTD,Consumer Services,Europe,United Kingdom,10,49.8342,127.93634807038092,147.16110192175884,121.3857020742504
SYNNVX,Syngenta AG,Basic Materials,Europe,Switzerland,7,67.7164,82.44332500000002,123.72265580798472,125.61766985715548
TATAGP-CORUSLTD,CORUS GROUP Ltd,Basic Materials,Europe,United Kingdom,17,438.3142,27.9529,167.55511393138787,96.64420244794083
TATELN,Tate & Lyle PLC,Consumer Goods,Europe,United Kingdom,14,69.66329999999999,82.44332500000002,106.8430796476295,64.21458934458035
TELDAN,TDC A/S,Telecommunications,Europe,Denmark,17,123.6721,82.44332500000002,256.3686924739872,80.50335097486729
TELEFO,Telefonica S A,Telecommunications,Europe,Spain,17,120.4689,82.44332500000002,58.798982940830896,34.89599141229699
TELNOR,Telenor ASA,Telecommunications,Europe,Norway,7,42.53100000000001,82.44332500000002,66.89811422502346,68.75961529996347
TFIFP,Societe Television Francaise 1,Consumer Services,Europe,France,9,58.90727788509,87.4696,91.00294904829835,217.56055410325285
TIIMN,Telecom Italia SpA,Telecommunications,Europe,Italy,12,165.0004,82.44332500000002,77.05378971173138,35.76744139368021
TKA,Telekom Austria AG,Telecommunications,Europe,Austria,14,68.1839,82.44332500000002,838.8052732842439,68.75961529996347
TKAGR,ThyssenKrupp AG,Industrials,Europe,Germany,14,286.1088999999999,66.3549,125.53015163039379,79.69334382998078
TMSNRP-TRGL,THOMSON REUTERS GROUP Ltd,Consumer Services,Europe,United Kingdom,10,29.2377,129.80875716129,149.01232212391054,123.37635182690475
TNET,Telenet Group Hldg Nv,Consumer Services,Europe,Belgium,13,269.8768,82.44332500000002,148.55372203271864,110.55383885447009
TOTALN,Total SA,Oil & Gas,Europe,France,10,70.00840000000001,82.44332500000002,86.29220644082471,55.802327054951164
TSCO,Tesco PLC,Consumer Services,Europe,United Kingdom,17,287.7953,97.07093333333333,141.23406880297125,72.28688964660797
TWPLC,TAYLOR WIMPEY PLC,Consumer Goods,Europe,United Kingdom,10,393.4407,54.234025,101.14346875617527,81.21158619358945
TYECOG,Tyco Electrs Group SA,Industrials,Europe,Luxembourg,10,55.67870000000001,82.44332500000002,84.87912204723406,50.50892596068993
UBS,UBS AG,Financials,Europe,Switzerland,5,48.82349999999999,82.44332500000002,82.35022414817368,60.337599999999995
UCBAG,UniCredit Bk AG,Financials,Europe,Germany,19,78.25330000000002,82.44332500000002,136.19846306715516,91.61883401528812
UKIN,Utd Kdom Gt Britn & Nthn Irlnd,Government,Europe,United Kingdom,10,18.8918,82.44332500000002,36.31960320387607,49.42388864612367
ULVR,Unilever N V,Consumer Goods,Europe,Netherlands,17,30.1378,82.44332500000002,616.7644166887219,646.7573780835259
UPMKYM,UPM Kymmene CORP,Basic Materials,Europe,Finland,10,97.849,137.852,252.5966192492158,92.10730000000002
USPA,UniCredit SpA,Financials,Europe,Italy,10,129.6397,98.46509999999998,84.52402729246934,78.41633491996342
UU,Utd Utils plc,Utilities,Europe,United Kingdom,1,83.05009999999999,82.44332500000002,100.43105911990297,66.58552451995058
VEOLIA,Veolia Environnement,Utilities,Europe,France,7,68.1233,82.44332500000002,62.707607177728526,41.921549286338355
VINCI,Vinci,Industrials,Europe,France,10,52.0098,87.1424,72.28410384157262,48.038878805975266
VIRFIN,VIRGIN MEDIA Fin PLC,Telecommunications,Europe,United Kingdom,13,261.5415,82.44332500000002,103.06909868696539,103.58924020380857
VIVNDI,Vivendi,Telecommunications,Europe,France,9,75.7304,82.44332500000002,69.2130462884434,46.345209102502
VLOF,Valeo,Consumer Goods,Europe,France,10,73.7707,69.90399999999987,66.27076970729857,39.693333538916164
VLVY,AB Volvo,Industrials,Europe,Sweden,7,109.376,82.71145,161.72825106493175,79.00021206062938
VLVY-Treasury,Volvo Treas AB,Industrials,Europe,Sweden,7,115.7562,79.52135000000001,161.59244465656465,129.3398756600859
VOD,Vodafone Gp PLC,Telecommunications,Europe,United Kingdom,10,92.9631,193.35444999999999,109.93373103134054,73.00729609376314
VW,Volkswagen AG,Consumer Goods,Europe,Germany,6,151.6581,70.81349999999998,118.45199354415125,75.3303064109911
WEINBG,Wienerberger Ag,Industrials,Europe,Austria,9,294.2314455212508,82.44332500000002,798.3821107506441,234.12649147560617
WENL,WENDEL,Financials,Europe,France,10,103.764,111.89240000000001,74.26073328295173,57.93106363117559
WINDAQ,Wind Acquisition Fin SA,Financials,Europe,Luxembourg,17,396.6427000000002,82.44332500000002,84.14835914965127,55.380344247637765
WOLKLU,Wolters Kluwer N V,Consumer Services,Europe,Netherlands,9,36.3458,82.44332500000002,836.0362694034831,779.7805400146478
WPPGRP-2005,WPP 2005 Ltd,Consumer Services,Europe,United Kingdom,17,50.0136,123.49112222222223,147.14870505278145,78.47354453671866
YORPOW,Yorkshire Pwr Gp Ltd,Utilities,Europe,United Kingdom,10,66.95490000000001,85.34691428571428,100.91027811501355,77.77851667993018
ZINCO,Zurich Ins Co Ltd,Financials,Europe,Switzerland,1,41.1356,82.44332500000002,82.45153567081454,60.337599999999995
